Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,PopDen,nearest_road_distance
2016-01,2016,1,Perth Crieff,Roadside,286363,721614,-3.841475287,56.37312625,0,30.71290323,1,20.67,31,,4.807431,9.33672,5.470466,89.75186053,1002.022493,241.6474405,4.448287221,15.43999942,3.497199206,0.0885413,Rural Areas,1,3.424682867,3.028683374,,train7,train9,train6,train5,train2,train2,train10,train5,test,train6,0.003052405,8.087489738
2016-01,2016,1,Perth High Street,Roadside,311680.93,723624.9,-3.432400001,56.39659701,0,29.69354839,1,12.22,31,,11.1477,9.786637,5.740034,88.88641214,1001.995952,187.901191,3.281003079,16.49901159,3.938550564,0.50744164,Rural Areas,1,3.390929796,2.503073954,,train8,train8,test,train3,train6,train8,train10,train10,train10,train4,0.005320228,319.1852353
2016-01,2016,1,Renfrew Cockels Loan,Roadside,250464,665933,-4.390979228,55.86331069,0,40.71290323,0,14.18709677,31,,18.4888,11.0956,6.33919,88.45395333,1001.834878,162.994647,4.509306416,24.44853948,4.71116787,0.4831108,Large Urban Areas,1,3.706545075,2.652332874,,train8,train3,train8,train2,test,train2,train4,test,train5,train4,0.000807133,26.41545805
2016-01,2016,1,Renfrew Inchinnan Road,Roadside,250567,667558.1,-4.390231474,55.87793123,31,,31,,31,,15.94513,10.21566,6.191491,88.38738968,1001.817963,166.0211993,4.338569611,24.42107536,4.751434523,0.4046978,Large Urban Areas,1,,,,train10,train4,train1,test,train6,train4,train2,train3,train5,train2,0.004427658,10.64165285
2016-01,2016,1,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,-4.633680996,55.47016203,31,,31,,31,,9.210422,8.208325,5.129355,85.23546118,1001.677648,139.2875929,6.142738072,16.31822846,5.582792562,0.31901174,Rural Areas,1,,,,train8,train5,train2,train8,train2,train3,train9,train8,train2,test,0.003313132,314.4604262
2016-01,2016,1,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,-4.631672929,55.46453104,0,16.16129032,8,12.34782609,31,,9.210422,8.208325,5.129355,85.23546118,1001.677648,139.2875929,6.142738072,16.31822846,5.582792562,0.31901174,Rural Areas,1,2.782618897,2.513480022,,test,train1,train7,train3,train3,train10,train5,train9,train7,train7,0.003313132,20.8577063
2016-01,2016,1,South Lanarkshire Blantyre,Roadside,268916,657605,-4.09235526,55.79390732,31,,31,,31,,14.09675,10.47414,6.622684,88.41104062,1001.996719,172.0381732,3.595870576,21.84570904,4.252560085,0.44126784,Other Urban Areas,1,,,,train8,train9,test,train1,train7,train1,test,train4,test,train1,0.004507435,11.11249079
2016-01,2016,1,South Lanarkshire Cambuslang,Kerbside,264319,660519,-4.167073146,55.81880163,5,54.51153846,0,12.27741935,31,,15.12313,10.21219,6.363093,88.22654167,1001.993187,182.8458202,3.553429566,22.66238328,4.69331523,0.39134972,Large Urban Areas,1,3.998412394,2.50776175,,test,train4,train4,train9,train3,train6,test,train6,train8,train9,0.003260058,7.878133166
2016-01,2016,1,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,-4.163610983,55.775278,0,44.34193548,0,13.2,31,,15.64167,10.40251,6.429307,88.40502556,1001.987771,201.7777073,4.629450216,22.14727859,4.022850677,0.54374508,Rural Areas,1,3.791930854,2.58021683,,train5,train7,train10,train9,train1,train9,test,test,train4,train4,0.003947225,4.914430819
2016-01,2016,1,South Lanarkshire Hamilton,Roadside,272298,655289,-4.037365263,55.77401709,0,43.64516129,8,14.79130435,31,,17.12927,10.89328,6.480418,88.48739761,1001.993977,178.2916602,3.166375798,21.43082343,4.182148207,0.4099824,Other Urban Areas,1,3.776092424,2.694039464,,test,train7,train9,test,train5,train2,train10,train3,train8,train3,0.002328911,6.74367849
2016-01,2016,1,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,-3.775657996,55.67393599,1,26.36333333,1,8.683333333,1,5.986666667,8.013946,9.228241,5.546964,90.92359341,1002.05948,179.8086072,6.29711184,19.51325647,3.225229336,0.18260374,Rural Areas,1,3.271974156,2.16140548,1.789534774,train6,test,test,test,train6,test,train1,train6,train1,train10,0.002411705,3.606069758
2016-01,2016,1,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,-4.058362489,55.7988131,31,,31,,31,,21.05006,12.42551,6.983053,88.04291677,1001.992048,171.8176074,3.204582121,21.10976847,4.40382815,0.462432,Rural Areas,1,,,,test,train10,train1,train5,train2,test,train6,test,train1,train4,0.000333639,35.00838955
2016-01,2016,1,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,-4.218786034,55.82840798,0,52.2516129,0,16.06774194,31,,18.3892,10.87698,6.511906,87.93402047,1001.982871,182.5729118,3.775469956,23.18023126,4.867122371,0.34952336,Rural Areas,1,3.956070759,2.776813656,,test,train9,train2,train6,train6,test,train4,train10,train2,train6,0.004235152,10.42225267
2016-01,2016,1,South Lanarkshire Uddingston,Roadside,269657,660305.7,-4.081839503,55.81835747,0,36.12258065,0,7.532258065,0,5.258064516,16.85682,10.34078,6.420775,88.2429364,1001.991379,166.3632275,3.566559784,21.51269878,4.364678408,0.55479972,Other Urban Areas,1,3.586918172,2.019194873,1.659762996,train3,train2,test,train8,train1,train7,train9,train6,train4,train7,0.003012259,7.476428806
2016-01,2016,1,Stirling Craig's Roundabout,Roadside,279955,693012,-3.932178761,56.11471995,12,32.56842105,13,13.92777778,31,,12.61562,9.427147,5.659653,88.94076076,1001.900274,171.5367308,4.413952697,17.15749315,4.700538737,0.29624444,Other Urban Areas,1,3.48334314,2.633885247,,train9,test,train1,train4,train5,test,train9,train7,train4,train5,0.003784422,23.09566273
2016-01,2016,1,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,-4.406231024,55.91795997,4,29.88518519,4,7.9,4,5.659259259,14.92795,9.839438,5.967862,89.64101903,1001.752339,176.8521531,4.992718582,26.72860595,4.296534815,0.52138212,Rural Areas,1,3.397362879,2.066862759,1.733293011,train2,train1,test,train4,train9,train1,train7,train1,test,train5,0.00327771,29.32199251
2016-01,2016,1,West Dunbartonshire Glasgow Road,Roadside,240234.67,675198.79,-4.559729998,55.94319696,0,24.79032258,31,,31,,10.75688,8.948269,5.428979,90.48506852,1001.594883,211.2869953,4.037674194,27.29198879,4.716046162,0.36719212,Rural Areas,1,3.210453358,,,train4,test,train5,train3,train9,train4,test,train3,test,train10,0.00406473,5.975355394
2016-01,2016,1,West Lothian Broxburn,Roadside,308314.04,672230.25,-3.469190056,55.93435701,0,36.37741935,0,13.38064516,31,,14.64562,11.25988,6.40962,87.43049449,1001.866262,146.4603587,4.536488368,30.12952455,4.258911364,0.63473512,Rural Areas,1,3.593948235,2.593809272,,train10,train8,train3,test,train3,test,train7,train7,train9,train6,0.002236293,7.21704839
2016-01,2016,1,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,-3.597309839,55.97670967,1,36.43666667,0,13.59354839,31,,13.99723,10.37993,6.012998,88.32731739,1001.863435,158.1202156,5.316384183,26.06096308,4.542449724,0.20527786,Other Urban Areas,1,3.595575594,2.609595297,,train7,train3,train5,test,test,train3,train4,train3,train2,train4,0.001483517,6.003113457
2016-01,2016,1,West Lothian Newton,Roadside,309258,677728.99,-3.45593904,55.98392504,0,24.98064516,3,14.66071429,31,,11.30249,11.79362,6.21874,87.71676315,1001.852998,169.8654072,5.705177777,30.38198783,4.18980736,0.46775368,Rural Areas,1,3.218101331,2.685171419,,train6,train6,train7,train4,test,train7,train2,train8,train8,train10,4.42E-05,5.755533574
2016-02,2016,2,Aberdeen Anderson Dr,Roadside,392504.39,804189.75,-2.125446985,57.12856696,0,24.80344828,0,12.28275862,29,,15.96019,10.55266,6.172001,76.3144753,1002.577512,41.85622666,5.892685841,101.2902677,3.542060067,0.43188144,Large Urban Areas,2,3.210982687,2.508196541,,test,train4,test,train9,train7,train5,train8,test,train3,test,0.005123445,14.49298793
2016-02,2016,2,Aberdeen Errol Place,Rest,394395.8,807391.98,-2.094278044,57.15736002,1,28.01785714,1,9.414285714,2,3.485185185,19.87877,10.31663,5.94299,76.0313088,1002.541347,43.7402155,6.046297482,102.9133358,3.820774392,0.35453776,Large Urban Areas,2,3.332842062,2.242228292,1.248521181,train9,train6,train2,train9,train2,train10,train8,train2,test,test,0.006877316,76.62294631
2016-02,2016,2,Aberdeen King Street,Roadside,394333,808770,-2.095348117,57.16973795,0,32.14827586,0,15.15517241,29,,17.38135,10.17115,5.806363,76.31364976,1002.530481,41.65424257,5.907191927,103.6077904,3.857722354,0.50935088,Large Urban Areas,2,3.470358821,2.718341887,,train9,train7,train8,train3,train10,train5,train10,train4,test,train9,0.003926085,9.599338545
2016-02,2016,2,Aberdeen Market Street 2,Roadside,394551.62,805673.18,-2.091663919,57.14192196,0,38.22068966,0,15.75517241,0,5.696551724,31.23656,11.62385,6.849536,76.24758996,1002.561824,42.94123342,6.041236908,103.6350148,3.835612969,0.22409628,Large Urban Areas,2,3.643376983,2.757168719,1.739861031,train10,train6,train5,test,test,train2,train8,test,train1,test,0.003730111,7.363513475
2016-02,2016,2,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,-2.106472003,57.14455502,8,52.46666667,6,14.2,8,7.657142857,22.30283,10.77242,6.308893,76.15183501,1002.566379,43.78020023,5.909490496,102.1961591,3.690720695,0.32540832,Large Urban Areas,2,3.960178047,2.653241965,2.035638919,train2,train1,train4,train2,train9,train8,test,train4,test,train8,0.008052278,13.61053035
2016-02,2016,2,Aberdeen Wellington Road,Roadside,394410.99,804813.2,-2.093968047,57.13419503,0,48.39655172,0,18.19655172,29,,20.35855,10.55765,6.170999,76.47386029,1002.568853,43.94067951,6.404091976,103.7150341,3.696347515,0.43798636,Large Urban Areas,2,3.879428566,2.90123211,,train1,train10,test,train7,train8,train9,train5,test,train9,train10,0.004007295,9.754705711
2016-02,2016,2,Alloa A907,Roadside,288689,693068,-3.791820157,56.11733979,0,37.65517241,0,14.21034483,29,,15.5629,10.26566,6.215875,83.05637481,1004.152298,115.3635569,4.768891851,70.63710904,3.675853127,0.47104532,Other Urban Areas,2,3.628470326,2.653970208,,train3,train3,train4,train10,train4,train10,train1,test,test,train3,0.003703423,2.820852372
2016-02,2016,2,Bush Estate,Rest,324629.04,663890.62,-3.205782065,55.862281,2,8.07037037,29,,29,,8.075246,9.222131,5.575827,83.2738957,1004.283747,90.51800877,4.989432814,76.37638563,2.923719455,0.63498732,Rural Areas,2,2.088199376,,,train5,test,train2,train7,test,train3,train3,train9,train9,train6,4.20E-05,67.55410485
2016-02,2016,2,Dumfries,Roadside,297019.53,576254.03,-3.614233057,55.070033,0,37.07241379,29,,29,,11.57991,9.023594,5.621769,84.09218631,1005.59738,131.7582695,3.780788661,74.50067993,4.315183363,0.4375522,Rural Areas,2,3.61287313,,,train9,train4,train9,train2,train2,train10,train6,train9,train7,train10,0.001794662,7.734609493
2016-02,2016,2,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,-2.943422928,56.46733201,1,22.98214286,1,12.01071429,29,,11.93455,9.713922,5.633138,79.58376525,1003.517547,46.45491891,4.340579773,103.3047888,4.127403558,0.38887924,Rural Areas,2,3.134717517,2.485799109,,train7,train1,train8,train1,train8,train7,train8,train2,train6,test,0.003567147,11.47388376
2016-02,2016,2,Dundee Lochee Road,Kerbside,338859.24,730774.79,-2.993867031,56.465126,1,61.5,0,20.21724138,29,,11.9917,9.910512,5.906315,79.76831027,1003.527784,53.90731451,4.816318132,104.4844612,3.554481614,0.46240368,Rural Areas,2,4.119037175,3.006535774,,train6,train1,train1,train3,test,test,test,train1,train2,train6,0.006963361,3.659449659
2016-02,2016,2,Dundee Mains Loan,Rest,340970.55,731892.31,-2.959861021,56.47543397,0,14.04482759,0,8.531034483,29,,14.51074,10.19106,6.031661,79.58272494,1003.511467,53.64533262,4.908151825,103.4482902,3.710825578,0.49845392,Rural Areas,2,2.642254185,2.14371063,,train1,train1,test,train7,test,train7,train10,train8,train10,train4,0.006828352,215.8970495
2016-02,2016,2,Dundee Meadowside,Roadside,340243.04,730658.37,-2.97138605,56.46425799,1,35.94642857,2,26.52962963,29,,18.79951,10.57289,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.38606936,Rural Areas,2,3.582029735,3.278262208,,train3,test,train10,train1,train3,train1,train3,train3,test,test,0.005197924,5.225675715
2016-02,2016,2,Dundee Seagate,Kerbside,340486.33,730446.2,-2.967389911,56.46238296,0,51.6137931,0,15.0862069,29,,18.79951,10.57289,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.22578486,Rural Areas,2,3.943788945,2.713780876,,train5,train2,train4,train7,train5,train4,train3,train5,test,train5,0.005197924,6.829277012
2016-02,2016,2,Dundee Union Street,Roadside,340234.85,730091.73,-2.971388965,56.45916699,29,,29,,29,,18.79951,10.57289,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.30119744,Rural Areas,2,,,,train1,test,train8,train6,test,train9,train1,train2,train2,train9,0.005197924,33.04760881
2016-02,2016,2,Dundee Whitehall Street,Roadside,340277.72,730154.91,-2.970707922,56.45973996,0,39.8137931,10,11.62631579,29,,18.79951,10.57289,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.22578486,Rural Areas,2,3.684213413,2.453271131,,train2,test,train9,train1,train3,train3,train8,test,train5,train2,0.005197924,72.37791012
2016-02,2016,2,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,-4.497991768,55.60746529,0,34.44137931,6,12.6826087,29,,13.07946,9.542433,5.984146,82.05289537,1004.770872,148.0655902,4.052574357,72.25268243,4.507539573,0.42539828,Other Urban Areas,2,3.539258728,2.540231661,,train7,train5,test,test,train10,train1,train5,train9,test,test,0.002772406,8.746726285
2016-02,2016,2,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,-4.333505014,55.91959602,1,64.18214286,0,13.73793103,29,,13.19853,9.554876,5.979587,84.84042763,1004.458113,145.4249166,4.510198515,79.70910005,3.679354785,0.5890956,Rural Areas,2,4.161725023,2.620160696,,train1,train10,train4,train7,train4,train9,train10,train10,train2,train3,0.002942088,9.571084396
2016-02,2016,2,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,-4.225000046,55.90416698,0,44.48965517,0,14.99310345,29,,14.47907,9.95733,6.20464,84.42236008,1004.51267,134.2150047,4.483174989,77.30353987,3.576263047,0.56292964,Rural Areas,2,3.795256694,2.707590325,,train8,train4,test,test,train10,train6,train6,train4,train1,test,0.002766871,9.929695603
2016-02,2016,2,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,-4.151758928,55.93592099,0,43.0137931,1,13.85,29,,13.29463,9.749344,5.927018,84.88819116,1004.470372,130.4535583,4.180317383,77.05830751,3.429459704,0.53690884,Rural Areas,2,3.761520834,2.628285233,,train7,train9,train6,train9,train5,train9,train2,train9,train5,train4,0.003028591,9.422364395
2016-02,2016,2,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,-4.317753008,55.93825301,0,33.60689655,0,12.47241379,29,,11.8361,9.162085,5.715908,85.53570253,1004.431113,153.3397938,4.083743911,81.06918954,3.648542925,0.54989184,Rural Areas,2,3.5147313,2.523519309,,train2,train6,train6,train5,train1,train4,train4,train2,train1,train5,0.00274991,9.562910204
2016-02,2016,2,East Lothian Musselburgh N High St,Roadside,333941,672836,-3.059222799,55.9440076,0,34.23793103,1,11.81785714,29,,15.34216,11.44618,6.71564,82.41361906,1004.197349,51.73280596,5.473438232,85.02521354,4.202200593,0.5232308,Large Urban Areas,2,3.533334124,2.469611705,,train6,train1,train3,train5,test,train1,test,train6,train1,train1,0.004932163,11.03844802
2016-02,2016,2,Edinburgh Currie,Rest,317575.4,667874.3,-3.319660353,55.89690865,3,8.211538462,0,7.386206897,29,,10.74471,10.57791,6.132316,82.9763743,1004.21617,75.72429271,5.054915186,76.90897001,2.812514284,0.57209024,Large Urban Areas,2,2.105540295,1.999614328,,train3,test,train1,test,test,train6,test,train3,train8,test,0.002462852,367.6985473
2016-02,2016,2,Edinburgh Glasgow Road,Roadside,313101,672651,-3.392727136,55.9390261,0,40.8137931,4,15.84,29,,20.34748,11.68402,6.429578,82.47238676,1004.170503,72.52214643,4.559232661,77.782534,3.584060785,0.47661648,Rural Areas,2,3.709020091,2.762538386,,train4,train5,train8,train4,train5,train1,test,train7,train8,train6,0.000108079,7.179777766
2016-02,2016,2,Edinburgh Gorgie Road,Roadside,323121,672314,-3.232267016,55.93770769,0,45.02413793,29,,29,,22.76692,12.34375,7.023488,80.09650155,1004.174098,62.36653005,5.703277045,76.89894821,4.138634923,0.35425108,Large Urban Areas,2,3.807198744,,,train2,test,train5,train8,train8,train3,train4,train3,train1,test,0.012584093,13.05821225
2016-02,2016,2,Edinburgh Nicolson Street,Roadside,326150,673046,-3.183990832,55.94475855,29,,29,,29,,22.07976,11.02488,6.58188,80.21198773,1004.171478,59.10600833,6.225778508,78.84995021,4.150398538,0.40104676,Large Urban Areas,2,,,,train4,test,train2,train5,train5,train8,train5,train1,train10,train3,0.007336469,7.022324952
2016-02,2016,2,Edinburgh Queen Street,Roadside,324825.48,674079.54,-3.205481028,55.953837,0,35.07241379,0,12.24482759,29,,21.32914,11.30533,6.816098,80.21324285,1004.156872,66.01674237,6.144250401,78.63381407,4.111585605,0.4357858,Rural Areas,2,3.55741489,2.50510361,,train6,train8,train4,train5,train4,train1,test,test,train9,train1,0.008975768,15.17135145
2016-02,2016,2,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,-3.303249928,55.96049697,1,46.93928571,0,17.83793103,29,,15.46728,11.37644,6.640375,81.44990832,1004.152548,66.72973556,5.65476443,77.82309256,3.832305665,0.57902792,Rural Areas,2,3.848854973,2.881327147,,train4,train8,train8,test,train3,train1,train2,train6,train8,train5,0.003790773,8.259895052
2016-02,2016,2,Edinburgh Salamander St,Roadside,327613.24,676342.55,-3.161455035,55.97459399,0,33.73793103,0,15.06551724,29,,16.93968,11.93011,6.629832,81.02397228,1004.144171,55.16540452,6.862207652,82.92622893,4.309339972,0.28202178,Rural Areas,2,3.518622754,2.712408506,,train9,train10,test,test,train5,train8,train2,test,train3,train2,0.005556022,7.082331756
2016-02,2016,2,Edinburgh St John's Road,Kerbside,320079.88,672902.79,-3.281110919,55.9425,0,67.33103448,29,,29,,17.72256,11.24137,6.725598,80.70464592,1004.169485,61.80291958,5.24764336,76.97219529,3.926854812,0.44989116,Rural Areas,2,4.209621267,,,train3,train4,train5,train10,train4,train10,train3,test,train7,train8,0.004367238,14.36624253
2016-02,2016,2,Edinburgh St Leonards,Rest,326264.3,673136.49,-3.18218598,55.94558898,29,,3,9.880769231,3,4.823076923,22.07976,11.02488,6.58188,80.21198773,1004.171478,59.10600833,6.225778508,78.84995021,4.150398538,0.40104676,Rural Areas,2,,2.290590366,1.57341209,train1,train2,train10,train6,train8,test,test,train5,train3,train10,0.007336469,44.11561169
2016-02,2016,2,Eskdalemuir,Rest,323550.97,603021.74,-3.206110971,55.31530997,0,2.262068966,29,,29,,2.191195,7.922523,5.111669,86.35567807,1005.766165,209.9592901,4.662936263,69.88045921,2.15550113,0.63246532,Rural Areas,2,0.816279866,,,train8,train7,test,train10,test,test,train3,train2,train7,train8,1.60E-06,233.9918751
2016-02,2016,2,Falkirk Grangemouth MC,Rest,292818.05,682006.92,-3.721013031,56.01895095,29,,1,10.45357143,29,,11.36934,10.3494,5.952175,82.25842582,1004.209503,113.3719258,4.778759056,72.28572614,4.204053817,0.35618808,Rural Areas,2,,2.346943684,,train9,train3,train3,test,test,test,test,train1,train9,train9,0.000494242,43.16050621
